ticker,company_name,objective_status,debt_ratio,investment_ratio,income_ratio,illiquid_assets_ratio,net_liquid_assets_ratio,share_price,final_shariah_status,source_document,source_period,notes
AABS,Al-Abbas Sugar Mills Ltd,Compliant,22.66%,53.64%,2.46%,30.53%,238.97,1040.47,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Based on September 2025 accounts.
AASM,Al-Abid Silk Mills Limited,Compliant,34.98%,0.00%,4.31%,92.36%,(159.13),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
AATM,Ali Asghar Textile Mills Limited,Compliant,7.71%,20.27%,44.06%,76.08%,4.59,43.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
ABOT,Abbott Lab (Pakistan) Ltd,Compliant,1.04%,0.00%,0.63%,61.42%,29.33,1050.14,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,
ACPL,Attock Cement Pakistan Ltd,Compliant,25.04%,5.38%,0.06%,84.92%,(143.92),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
ADAMS,Adam Sugar Mills Ltd,Compliant,8.65%,0.18%,0.01%,88.96%,(144.14),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Based on September 2025 accounts.
ADMM,Artistic Denim Mills Ltd,Compliant,42.96%,0.00%,0.07%,80.18%,(141.72),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
AGHA,Agha Steel Ind,Compliant,48.50%,0.00%,0.08%,90.96%,(48.39),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
AGIL,Agriauto Industries Ltd,Compliant,10.01%,0.74%,0.05%,71.96%,(23.75),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
AGL,Agritech Limited,Compliant,61.38%,7.49%,6.80%,85.48%,(100.84),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,
AGP,AGP Limited,Compliant,7.27%,0.05%,0.19%,85.99%,(37.26),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,
AGSML,Abdullah Shah Ghazi Sugar Mills,Compliant,43.77%,0.00%,0.00%,99.68%,(53.51),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Based on September 2025 accounts.
AGTL,Al-Ghazi Tractors Ltd,Compliant,0.21%,0.00%,0.36%,45.92%,32.07,400.66,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,
AHCL,Arif Habib Corporation Ltd,Compliant,8.86%,4.14%,21.39%,76.22%,(17.83),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
AHTM,Ahmed Hassan Textile Mills Ltd,Compliant,13.06%,0.00%,0.00%,81.67%,(145.89),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
AIRLINK,Air Link Communication Limited,Compliant,32.66%,6.44%,0.38%,53.65%,(40.00),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
AKDHL,AKD Hospitality Limited (AKD Capital),Compliant,0.00%,62.08%,28.27%,5.15%,19.59,178.59,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
AKGL,AL-Khair Gadoon Ltd,Compliant,23.18%,0.00%,0.04%,76.39%,(16.19),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
ALNRS,Al-Noor Sugar Mills Ltd,Compliant,8.82%,0.02%,0.05%,91.46%,(379.13),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Based on September 2025 accounts.
ALTN,Altern Energy Ltd,Compliant,0.00%,81.70%,0.46%,3.48%,26.16,11.76,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
AMTEX,Amtex Limited,Compliant,249.02%,0.00%,0.07%,72.74%,(42.71),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
ANL,Azgard Nine Ltd,Compliant,27.24%,2.00%,0.00%,65.43%,(8.47),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
ANSM,Ansari Sugar Mills Ltd,Compliant,64.99%,0.00%,0.00%,89.13%,(184.63),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Based on September 2025 accounts.
ANTM,AN Textile Mills Ltd,Compliant,20.53%,0.00%,0.00%,83.28%,(96.62),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
APL,Attock Petroleum Ltd,Compliant,8.34%,35.90%,1.18%,49.74%,40.39,545.56,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
ARCTM,Arctic Textile Mills Limited,Compliant,0.00%,0.00%,0.03%,76.59%,(12.99),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
ARMG,ARM Green Industries Limited (Calcorp Limited),Compliant,0.00%,0.00%,95.22%,34.88%,10.95,59.28,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
ARPL,Archroma Pakistan Ltd,Compliant,1.30%,0.00%,0.00%,49.06%,(96.91),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Based on September 2025 accounts.
ARUJ,Aruj Industries Ltd,Compliant,67.83%,0.00%,0.00%,46.39%,(5.27),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
ASC,Al Shaheer Corporation Ltd,Compliant,0.00%,0.00%,0.00%,89.77%,(10.99),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
ASHT,Ashfaq Textile Mills Ltd,Compliant,0.00%,0.00%,0.18%,79.57%,(0.09),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
ASL,Aisha Steel Ltd,Compliant,29.15%,0.00%,0.00%,72.13%,(4.82),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
ASTL,Amreli Steels Ltd,Compliant,35.91%,0.07%,5.27%,71.51%,(61.69),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
ASTM,Asim Textile Mills Ltd,Compliant,0.00%,0.00%,0.00%,74.38%,(32.84),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
ATBA,Atlas Battery Ltd,Compliant,21.69%,2.97%,0.00%,70.06%,(211.56),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
ATLH,Atlas Honda Ltd,Compliant,0.51%,33.66%,1.94%,27.23%,116.47,1342.30,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Based on September 2025 accounts. Provisional dividend purification rate (subject to final adjustment).
ATRL,Attock Refinery Ltd,Compliant,0.12%,18.36%,1.92%,52.09%,367.07,683.43,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
AVN,Avanceon Limited,Compliant,9.33%,0.00%,0.00%,25.60%,18.58,43.66,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Screened on the latest available financial statements.
AWTX,Allawasaya Textile Mills Ltd,Compliant,23.23%,0.42%,0.31%,67.88%,(1152.54),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
BAFS,Baba Farid Sugar Mills Ltd,Compliant,8.17%,0.00%,0.14%,85.81%,(828.96),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Based on September 2025 accounts.
BAPL,Bawany Air Product Ltd,Compliant,2.34%,0.34%,0.00%,2.42%,406.32,44.61,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
BATA,Bata (Pakistan) Ltd,Compliant,32.97%,0.33%,0.09%,78.19%,(986.05),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,
BBFL,Big Bird Foods Limited,Compliant,27.83%,0.00%,1.39%,82.81%,(9.04),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
BCL,Bolan Castings Ltd,Compliant,4.88%,0.00%,0.27%,67.62%,(16.63),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
BECO,Beco Steel Limited (Ravi Textile),Compliant,0.07%,0.00%,0.00%,65.89%,(24.26),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
BELA,Bela Automotives Limited,Compliant,67.39%,0.00%,0.00%,88.83%,(24.15),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
BERG,Berger Paints Pakistan Ltd,Compliant,20.27%,0.67%,0.10%,49.04%,(10.35),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
BFAGRO,Barkat Frisian Agro Limited,Compliant,0.21%,0.08%,0.00%,138.42%,(7.35),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
BFBIO,BF Biosciences Limited,Compliant,18.67%,13.26%,1.23%,70.83%,(23.71),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
BGL,Balochistan Glass Ltd,Compliant,39.39%,0.00%,0.00%,92.39%,(4.20),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
BHAT,Bhanero Textile Mills Ltd,Compliant,34.14%,3.36%,0.29%,75.05%,(3344.83),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
BIFO,Biafo Industries Ltd,Compliant,12.79%,7.01%,0.11%,68.03%,7.27,160.54,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
BLUEX,Blue-Ex Limited,Compliant,4.88%,1.71%,0.50%,25.47%,28.00,64.86,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
BNL,Bunnys Limited,Compliant,17.67%,0.00%,0.00%,78.72%,(16.55),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
BNWM,Bannu Woollen Mills Ltd,Compliant,8.42%,0.00%,0.02%,83.35%,(16.02),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
BPL,Burshane LPG (Pakistan) Ltd,Compliant,30.15%,0.00%,4.17%,70.63%,(24.37),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
BRRG,B.R.R Guardian Limited,Compliant,0.00%,3.44%,6.41%,94.98%,(5.59),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
BTL,Blessed Textiles Ltd,Compliant,29.16%,2.37%,0.05%,67.93%,(1488.13),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
BUXL,Buxly Paints Ltd,Compliant,0.00%,0.00%,0.03%,39.88%,(61.62),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
BWCL,Bestway Cement Ltd,Compliant,13.66%,18.56%,6.94%,77.44%,(142.76),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
BWHL,Baluchistan Wheels Ltd,Compliant,0.54%,22.25%,2.38%,59.94%,60.05,187.94,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
CCM,Crescent Cotton Mills Ltd,Compliant,6.82%,7.22%,0.00%,75.35%,(12.43),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
CEPB,Century Paper & Board Mills,Compliant,18.28%,2.70%,0.33%,70.37%,(20.92),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
CFL,Crescent Fibres Ltd,Compliant,16.55%,0.68%,0.51%,45.04%,71.00,54.58,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Compliant with relaxation over the illiquid-assets / net-liquid-assets screen. Provisional dividend purification rate (subject to final adjustment).
CHAS,Chashma Sugar Mills Ltd,Compliant,34.95%,1.07%,1.50%,85.51%,(663.92),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Based on September 2025 accounts.
CHBL,Chenab Limited,Compliant,97.39%,0.00%,0.65%,91.18%,(85.78),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
CHCC,Cherat Cement Co. Ltd,Compliant,7.00%,16.15%,1.79%,79.37%,(40.24),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
CJPL,Crescent Jute Products,Compliant,3003.20%,8.51%,100.00%,64.84%,(8.78),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
CLOV,Clover Pakistan Ltd,Compliant,0.00%,0.00%,0.00%,69.01%,(2.77),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
CLVL,Cordoba Logistics,Compliant,36.12%,27.86%,96.30%,71.51%,(7.71),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
CNERGY,Cnergyico PK Limited,Compliant,7.36%,0.00%,0.02%,91.52%,(30.43),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
COLG,Colgate Palmolive (Pakistan),Compliant,1.87%,31.22%,0.19%,57.11%,26.85,1268.91,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
CPHL,Citi Pharma Limited,Compliant,27.85%,1.45%,0.70%,60.07%,(8.13),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
CPPL,Cherat Packaging Ltd,Compliant,16.30%,0.00%,0.00%,76.52%,(83.01),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
CRTM,Crescent Textile Mills Ltd,Compliant,36.27%,0.69%,0.12%,83.65%,(89.62),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
CSAP,Crescent Steel & Allied Products,Compliant,3.68%,18.98%,1.73%,55.53%,31.35,101.29,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
CTM,Colony Textile Mills Ltd,Compliant,45.18%,1.32%,1.67%,89.22%,(39.37),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
DAAG,Data Agro Limited,Compliant,29.81%,0.00%,0.00%,61.85%,(29.78),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
DADX,Dadex Eternit Limited,Compliant,4.34%,0.00%,0.00%,21.58%,(29.96),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Compliant with relaxation over the illiquid-assets / net-liquid-assets screen. Provisional dividend purification rate (subject to final adjustment).
DBCI,Dadabhoy Cement Industries Limited,Compliant,0.00%,51.01%,100.00%,2.24%,2.23,7.91,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
DBSL,Dadabhoy Sack Limited,Compliant,0.00%,0.00%,0.00%,99.99%,(2.59),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
DCL,Dewan Cement Ltd,Compliant,12.85%,0.00%,0.00%,97.00%,(44.22),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
DCR,Dolmen City REIT,Compliant,0.00%,0.00%,0.00%,98.84%,(0.62),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
DCTL,Dadabhoy Construction Technology Limited,Compliant,77.81%,0.00%,0.00%,0.00%,(6.94),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,As per last available annual / half-yearly accounts. Provisional dividend purification rate (subject to final adjustment).
DFML,Dewan Farooque Motors Ltd,Compliant,121.69%,0.00%,0.07%,64.07%,(50.55),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,As per last available annual / half-yearly accounts. Provisional dividend purification rate (subject to final adjustment).
DFSM,Dewan Farooq Spinning Mills Ltd,Compliant,10.62%,0.00%,0.00%,98.69%,(23.67),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
DGKC,D.G. Khan Cement Co. Ltd,Compliant,7.84%,26.79%,3.36%,68.49%,(8.92),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
DIIL,Diamond Industries,Compliant,0.00%,64.68%,0.00%,29.03%,19.63,50.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
DINT,Din Textile Mills Ltd,Compliant,3.51%,0.00%,0.00%,73.33%,(283.06),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
DLL,Dawood Lawrencepur Limited,Compliant,7.19%,17.27%,12.91%,70.89%,88.30,676.55,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,
DMC,D.M. Corporation Limited.(D.M. Textile Mills Ltd),Compliant,0.00%,0.75%,0.00%,91.77%,(1.01),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
DNCC,Dandot Cement Co. Ltd,Compliant,33.26%,0.00%,0.00%,94.01%,(30.17),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
DOL,Descon Oxychem Ltd,Compliant,18.55%,15.95%,0.42%,69.36%,(2.24),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
DSFL,Dewan Salman Fiber Limited,Compliant,454.17%,0.00%,0.00%,82.47%,(58.97),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
DSIL,DS Industries Ltd,Compliant,0.27%,31.31%,80.78%,8.38%,2.07,10.99,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
DSL,Dost Steel Ltd,Compliant,19.89%,0.00%,0.00%,99.46%,(8.65),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
DWAE,Dewan Automomotive Engineering ltd,Compliant,494.15%,0.00%,0.35%,90.47%,(80.97),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
DWSM,Dewan Sugar Mills Ltd,Compliant,35.59%,0.00%,0.06%,94.55%,(78.59),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,
DWTM,Dewan Textile Mills Ltd,Compliant,182.09%,0.00%,0.00%,99.68%,(13.20),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
DYNO,Dynea Pakistan Ltd,Compliant,4.33%,9.51%,0.60%,41.54%,114.56,292.36,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
ECOP,EcoPack Ltd,Compliant,34.89%,0.00%,0.00%,76.89%,(23.66),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
EFERT,Engro Fertilizers Ltd,Compliant,11.28%,6.91%,0.40%,69.60%,(70.30),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,
ELCM,Elahi Cotton Mills Ltd,Compliant,0.41%,0.23%,0.00%,70.26%,(100.64),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
ELSM,Ellcot Spinning Mills Ltd,Compliant,34.61%,3.40%,0.27%,77.52%,(422.87),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
EMCO,EMCO Industries Ltd,Compliant,24.62%,0.00%,0.00%,77.28%,(44.18),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
ENGROH,Engro Holdings Limited (Dawood Hercules Corporation),Compliant,17.51%,8.35%,1.30%,73.63%,(410.82),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,
EPCL,Engro Polymer & Chemicals,Compliant,5.19%,10.47%,0.13%,74.55%,(70.48),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,
EPQL,Engro Powergen Qadirpur Ltd,Compliant,13.86%,0.32%,3.18%,72.04%,0.87,32.36,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,
EXIDE,Exide Pakistan Ltd,Compliant,13.18%,0.00%,0.01%,56.46%,(231.61),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Based on September 2025 accounts. Provisional dividend purification rate (subject to final adjustment).
FASM,Faisal Spinning Mills Ltd,Compliant,35.51%,0.91%,0.22%,76.05%,(1942.27),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
FATIMA,Fatima Fertilizer Co. Ltd,Compliant,3.22%,5.88%,0.93%,75.89%,(49.53),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,
FCCL,Fauji Cement Co. Ltd,Compliant,21.50%,13.79%,0.57%,80.45%,(19.83),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
FCEL,First Capital Equities Ltd,Compliant,48.96%,18.70%,0.00%,68.13%,(6591.13),0.00,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
FCEPL,Frieslandcampins Engro Foods Limited,Compliant,5.92%,0.37%,0.11%,78.10%,(16.08),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,
FCL,Fast Cables Limited,Compliant,1.18%,0.00%,0.00%,60.71%,(11.04),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
FDPL,First Dawood Properties Limited,Compliant,25.02%,51.98%,85.95%,30.19%,2.72,6.03,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
FECTC,Fecto Cement Ltd,Compliant,17.98%,0.00%,0.03%,88.73%,(56.25),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
FEROZ,Ferozsons Laboratories Ltd,Compliant,10.55%,6.91%,0.66%,72.86%,(104.36),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
FFC,Fauji Fertilizer Company Ltd,Compliant,4.35%,30.30%,4.97%,58.49%,(66.00),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,
FFL,Fauji Foods Ltd,Compliant,2.02%,11.66%,1.44%,59.68%,(0.75),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,
FIL,Fateh Industries Limited,Compliant,0.00%,0.27%,0.00%,92.36%,(66.89),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
FLYNG,FlyIng Cement Co. Ltd,Compliant,16.01%,0.00%,0.00%,92.96%,(20.84),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
FML,Feroze1888 Mills Ltd,Compliant,24.87%,0.00%,1.32%,68.55%,(70.15),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
FRCL,Frontier Ceramics Ltd,Compliant,0.62%,17.29%,0.80%,63.80%,(25.91),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
FRSM,Faran Sugar Mills Ltd,Compliant,0.00%,0.16%,0.00%,80.43%,(66.58),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Based on September 2025 accounts.
FSWL,Fateh Sports Wear Limited,Compliant,0.00%,0.00%,0.00%,6.61%,262.43,102.82,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
FZCM,Fazal Cloth Mills Ltd,Compliant,26.37%,4.43%,0.01%,82.19%,(1754.40),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
GADT,Gadoon Textile Mills Ltd,Compliant,17.29%,3.17%,0.13%,85.37%,(1211.78),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
GAL,Ghandhara Automobiles Limited (Ghandhara Nissan Ltd),Compliant,1.96%,0.00%,0.10%,83.06%,(106.19),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
GAMON,Gammon Pakistan Ltd,Compliant,0.00%,0.00%,12.80%,69.70%,3.31,22.01,Non-Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
GATI,Gatron (Industries) Ltd,Compliant,0.66%,0.00%,0.00%,84.46%,(168.53),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
GATM,Gul Ahmed Textile Mills Ltd,Compliant,30.71%,1.85%,0.22%,77.83%,(103.80),0.00,Compliant,All-Share-Islamic-Index.pdf,Period ended December 2025,Provisional dividend purification rate (subject to final adjustment).
